iter	Passed	Remaining
180	1852	8381
181	1860	8362
182	1867	8337
183	1877	8325
184	1883	8298
185	1891	8277
186	1900	8261
187	1908	8243
188	1916	8222
189	1925	8209
190	1933	8187
191	1939	8164
192	1947	8144
193	1956	8128
194	1963	8107
195	1972	8090
196	1980	8072
197	1987	8051
198	1996	8034
199	2003	8012
200	2010	7993
201	2019	7978
202	2029	7967
203	2037	7948
204	2045	7934
205	2053	7916
206	2062	7902
207	2072	7891
208	2080	7875
209	2087	7852
210	2095	7836
211	2103	7817
212	2110	7798
213	2118	7779
214	2125	7759
215	2131	7737
216	2139	7719
217	2146	7699
218	2153	7681
219	2161	7664
220	2169	7648
221	2177	7629
222	2183	7609
223	2191	7591
224	2197	7568
225	2203	7546
226	2210	7528
227	2216	7505
228	2222	7482
229	2228	7462
230	2235	7443
231	2243	7425
232	2249	7403
233	2255	7383
234	2261	7363
235	2267	7339
236	2272	7317
237	2278	7295
238	2285	7275
239	2292	7258
240	2297	7235
241	2305	7219
242	2311	7201
243	2317	7181
244	2325	7166
245	2331	7147
246	2338	7128
247	2343	7106
248	2350	7089
249	2357	7073
250	2363	7052
251	2369	7033
252	2376	7017
253	2382	6996
254	2387	6976
255	2393	6955
256	2401	6941
257	2407	6923
258	2414	6907
259	2421	6893
260	2429	6877
261	2435	6859
262	2440	6840
263	2448	6826
264	2454	6807
265	2461	6791
266	2467	6774
267	2474	6759
268	2480	6741
269	2486	6723
270	2493	6706
271	2500	6691
272	2504	6670
273	2510	6651
274	2516	6634
275	2523	6619
276	2529	6601
277	2535	6584
278	2542	6571
279	2548	6554
280	2554	6536
281	2560	6519
282	2566	6501
283	2571	6482
284	2578	6469
285	2584	6452
286	2592	6440
287	2599	6425
288	2605	6410
289	2612	6395
290	2618	6379
291	2625	6365
292	2630	6348
293	2637	6334
294	2645	6322
295	2652	6309
296	2658	6292
297	2665	6278
298	2671	6262
299	2678	6249
300	2687	6241
301	2696	6231
302	2706	6225
303	2715	6216
304	2723	6204
305	2730	6192
306	2738	6181
307	2745	6168
308	2752	6154
309	2760	6143
310	2766	6128
311	2772	6113
312	2778	6098
313	2787	6089
314	2795	6078
315	2803	6067
316	2811	6056
317	2818	6044
318	2824	6030
319	2832	6019
320	2839	6006
321	2847	5995
322	2855	5985
323	2862	5971
324	2868	5957
325	2876	5947
326	2884	5937
327	2892	5925
328	2898	5912
329	2905	5899
330	2911	5885
331	2919	5874
332	2929	5867
333	2936	5854
334	2945	5847
335	2954	5838
336	2961	5826
337	2970	5817
338	2978	5807
339	2987	5799
340	2996	5790
341	3005	5782
342	3013	5772
343	3022	5764
344	3030	5752
345	3036	5739
346	3044	5729
347	3051	5717
348	3060	5708
349	3069	5699
350	3076	5688
351	3083	5676
352	3092	5667
353	3098	5654
354	3105	5641
355	3112	5631
356	3120	5620
357	3127	5608
358	3135	5597
359	3143	5588
360	3149	5574
361	3157	5564
362	3165	5554
363	3172	5542
364	3180	5533
365	3188	5523
366	3196	5512
367	3203	5502
368	3213	5494
369	3219	5481
370	3227	5472
371	3235	5461
372	3244	5453
373	3251	5441
374	3260	5433
375	3266	5421
376	3273	5409
377	3280	5398
378	3289	5389
379	3297	5380
380	3307	5373
381	3313	5361
382	3321	5350
383	3329	5340
384	3337	5330
385	3344	5320
386	3354	5313
387	3363	5305
388	3372	5297
389	3379	5286
390	3385	5273
391	3395	5266
392	3403	5256
393	3409	5244
394	3417	5234
395	3424	5223
396	3431	5212
397	3438	5201
398	3447	5193
399	3454	5181
400	3460	5169
401	3467	5158
402	3475	5147
403	3481	5135
404	3487	5124
405	3495	5114
406	3502	5103
407	3509	5092
408	3516	5080
409	3524	5071
410	3530	5059
411	3535	5046
412	3543	5036
413	3550	5025
414	3555	5012
415	3562	5001
416	3568	4989
417	3575	4978
418	3581	4966
419	3588	4955
420	3595	4945
421	3602	4934
422	3608	4922
423	3615	4911
424	3622	4900
425	3628	4888
426	3633	4876
427	3642	4868
428	3649	4857
429	3655	4845
430	3661	4833
431	3668	4823
432	3675	4813
433	3681	4801
434	3689	4792
435	3696	4781
436	3702	4769
437	3707	4757
438	3713	4745
439	3719	4734
440	3726	4723
441	3732	4712
442	3740	4703
443	3747	4692
444	3752	4680
445	3758	4669
446	3765	4657
447	3771	4647
448	3778	4636
449	3784	4625
450	3791	4615
451	3798	4605
452	3804	4593
453	3810	4582
454	3816	4571
455	3822	4560
456	3827	4548
457	3835	4538
458	3841	4527
459	3847	4516
460	3853	4505
461	3860	4496
462	3867	4485
463	3873	4474
464	3880	4464
465	3887	4454
466	3894	4444
467	3901	4434
468	3909	4425
469	3916	4416
470	3921	4404
471	3929	4395
472	3937	4387
473	3945	4378
474	3954	4370
475	3961	4360
476	3967	4350
477	3976	4342
478	3983	4333
479	3990	4322
480	3996	4312
481	4004	4303
482	4010	4292
483	4016	4282
484	4025	4274
485	4032	4264
486	4038	4253
487	4044	4243
488	4051	4233
489	4059	4225
490	4064	4213
491	4072	4205
492	4079	4195
493	4085	4184
494	4090	4173
495	4097	4163
496	4103	4153
497	4110	4143
498	4117	4134
499	4125	4125
500	4131	4115
501	4137	4104
502	4143	4093
503	4149	4083
504	4156	4074
505	4162	4064
506	4170	4055
507	4177	4046
508	4184	4036
509	4191	4027
510	4198	4017
511	4204	4007
512	4209	3996
513	4216	3987
514	4223	3977
515	4230	3967
516	4236	3958
517	4244	3949
518	4250	3938
519	4255	3928
520	4263	3919
521	4269	3909
522	4276	3899
523	4282	3890
524	4290	3881
525	4296	3871
526	4302	3861
527	4310	3853
528	4317	3843
529	4323	3833
530	4328	3823
531	4334	3813
532	4340	3803
533	4346	3792
534	4352	3782
535	4358	3773
536	4365	3764
537	4371	3754
538	4377	3744
539	4384	3734
540	4391	3725
541	4397	3716
542	4404	3706
543	4412	3698
544	4418	3689
545	4425	3679
546	4432	3670
547	4439	3661
548	4445	3651
549	4450	3641
550	4458	3633
551	4465	3624
552	4471	3614
553	4476	3603
554	4482	3594
555	4490	3586
556	4498	3577
557	4507	3570
558	4514	3561
559	4521	3552
560	4526	3542
561	4534	3534
562	4541	3525
563	4547	3515
564	4557	3509
565	4566	3501
566	4574	3493
567	4582	3485
568	4590	3476
569	4597	3468
570	4603	3458
571	4612	3451
572	4620	3443
573	4628	3435
574	4637	3427
575	4646	3420
576	4656	3413
577	4665	3406
578	4673	3398
579	4682	3390
580	4690	3382
581	4699	3374
582	4707	3367
583	4716	3359
584	4723	3350
585	4731	3342
586	4740	3335
587	4747	3326
588	4756	3319
589	4765	3311
590	4773	3303
591	4783	3296
592	4791	3288
593	4799	3280
594	4808	3273
595	4816	3264
596	4823	3256
597	4833	3249
598	4840	3240
599	4847	3231
600	4854	3223
601	4861	3214
602	4869	3205
603	4877	3197
604	4884	3188
605	4890	3179
606	4898	3171
607	4905	3162
608	4913	3154
609	4922	3147
610	4930	3138
611	4937	3130
612	4944	3121
613	4952	3113
614	4960	3105
615	4969	3097
616	4978	3090
617	4985	3081
618	4995	3074
619	5002	3065
620	5009	3057
621	5018	3049
622	5026	3041
623	5034	3033
624	5041	3024
625	5048	3016
626	5055	3007
627	5065	3000
628	5074	2993
629	5082	2984
630	5089	2976
631	5097	2968
632	5103	2958
633	5112	2951
634	5120	2943
635	5126	2934
636	5134	2925
637	5141	2917
638	5148	2908
639	5155	2899
640	5163	2892
641	5171	2883
642	5178	2875
643	5185	2866
644	5192	2858
645	5200	2849
646	5209	2842
647	5216	2833
648	5223	2825
649	5231	2816
650	5238	2808
651	5245	2799
652	5254	2792
653	5264	2785
654	5271	2776
655	5278	2767
656	5285	2759
657	5294	2751
658	5300	2742
659	5308	2734
660	5315	2726
661	5323	2718
662	5330	2709
663	5335	2699
664	5341	2690
665	5347	2682
666	5356	2674
667	5363	2665
668	5369	2656
669	5377	2648
670	5383	2639
671	5390	2630
672	5396	2621
673	5403	2613
674	5409	2604
675	5416	2596
676	5423	2587
677	5429	2578
678	5435	2569
679	5441	2560
680	5448	2552
681	5455	2543
682	5460	2534
683	5467	2526
684	5475	2517
685	5481	2509
686	5487	2500
687	5493	2491
688	5501	2483
689	5507	2474
690	5514	2465
691	5520	2457
692	5527	2448
693	5533	2439
694	5540	2431
695	5548	2423
696	5555	2415
697	5561	2406
698	5568	2397
699	5575	2389
700	5582	2380
701	5588	2372
702	5595	2363
703	5602	2355
704	5607	2346
705	5613	2337
706	5620	2329
707	5627	2321
708	5633	2312
709	5639	2303
710	5647	2295
711	5653	2286
712	5659	2278
713	5665	2269
714	5671	2260
715	5678	2252
716	5683	2243
717	5690	2235
718	5697	2226
719	5703	2218
720	5709	2209
721	5715	2200
722	5722	2192
723	5729	2184
724	5735	2175
725	5743	2167
726	5749	2159
727	5755	2150
728	5760	2141
729	5766	2132
730	5772	2124
731	5779	2116
732	5787	2108
733	5794	2100
734	5801	2091
735	5807	2083
736	5814	2075
737	5820	2066
738	5826	2057
739	5833	2049
740	5840	2041
741	5845	2032
742	5852	2024
743	5860	2016
744	5866	2008
745	5872	1999
746	5879	1991
747	5887	1983
748	5894	1975
749	5900	1966
750	5909	1959
751	5916	1951
752	5922	1942
753	5931	1935
754	5939	1927
755	5947	1919
756	5955	1911
757	5962	1903
758	5969	1895
759	5976	1887
760	5984	1879
761	5991	1871
762	5998	1863
763	6005	1855
764	6013	1847
765	6020	1839
766	6028	1831
767	6035	1823
768	6041	1814
769	6047	1806
770	6053	1798
771	6060	1789
772	6065	1781
773	6071	1772
774	6078	1764
775	6084	1756
776	6091	1748
777	6096	1739
778	6103	1731
779	6110	1723
780	6116	1714
781	6123	1707
782	6131	1699
783	6137	1690
784	6142	1682
785	6148	1674
786	6155	1665
787	6162	1657
788	6167	1649
789	6175	1641
790	6182	1633
791	6189	1625
792	6196	1617
793	6202	1609
794	6207	1600
795	6213	1592
796	6221	1584
797	6228	1576
798	6237	1569
799	6244	1561
800	6254	1553
801	6260	1545
802	6270	1538
803	6278	1530
804	6285	1522
805	6293	1514
806	6300	1506
807	6306	1498
808	6313	1490
809	6320	1482
810	6326	1474
811	6335	1466
812	6342	1458
813	6350	1450
814	6356	1442
815	6366	1435
816	6373	1427
817	6382	1420
818	6391	1412
819	6398	1404
820	6404	1396
821	6413	1388
822	6422	1381
823	6430	1373
824	6440	1366
825	6448	1358
826	6458	1351
827	6468	1343
828	6476	1335
829	6484	1328
830	6493	1320
831	6504	1313
832	6512	1305
833	6519	1297
834	6528	1290
835	6535	1282
836	6542	1274
837	6551	1266
838	6560	1258
839	6568	1251
840	6576	1243
841	6584	1235
842	6592	1227
843	6601	1220
844	6609	1212
845	6617	1204
846	6628	1197
847	6637	1189
848	6646	1182
849	6654	1174
850	6660	1166
851	6666	1158
852	6676	1150
853	6683	1142
854	6693	1135
855	6702	1127
856	6711	1119
857	6719	1112
858	6726	1104
859	6733	1096
860	6742	1088
861	6751	1080
862	6760	1073
863	6767	1065
864	6774	1057
865	6785	1049
866	6792	1041
867	6800	1034
868	6808	1026
869	6816	1018
870	6824	1010
871	6834	1003
872	6841	995
873	6850	987
874	6858	979
875	6866	971
876	6874	964
877	6883	956
878	6890	948
879	6898	940
880	6906	932
881	6914	925
882	6923	917
883	6931	909
884	6939	901
885	6947	893
886	6953	885
887	6960	877
888	6970	870
889	6977	862
890	6984	854
891	6994	846
892	7002	839
893	7011	831
894	7020	823
895	7027	815
896	7035	807
897	7043	800
898	7050	792
899	7061	784
900	7067	776
901	7075	768
902	7083	760
903	7091	753
904	7097	745
905	7107	737
906	7114	729
907	7120	721
908	7126	713
909	7133	705
910	7140	697
911	7148	689
912	7158	682
913	7165	674
914	7170	666
915	7178	658
916	7184	650
917	7190	642
918	7196	634
919	7204	626
920	7210	618
921	7217	610
922	7223	602
923	7230	594
924	7236	586
925	7242	578
926	7250	570
927	7257	563
928	7263	555
929	7269	547
930	7277	539
931	7283	531
932	7290	523
933	7297	515
934	7304	507
935	7310	499
936	7315	491
937	7321	483
938	7328	476
939	7334	468
940	7339	460
941	7346	452
942	7352	444
943	7359	436
944	7364	428
945	7371	420
946	7378	412
947	7383	405
948	7392	397
949	7399	389
950	7406	381
951	7412	373
952	7419	365
953	7426	358
954	7432	350
955	7443	342
956	7450	334
957	7460	327
958	7468	319
959	7475	311
960	7482	303
961	7491	295
962	7498	288
963	7505	280
964	7514	272
965	7520	264
966	7527	256
967	7534	249
968	7540	241
969	7547	233
970	7553	225
971	7561	217
972	7568	210
973	7575	202
974	7583	194
975	7589	186
976	7595	178
977	7602	171
978	7609	163
979	7615	155
980	7620	147
981	7627	139
982	7634	132
983	7639	124
984	7644	116
985	7650	108
986	7656	100
987	7663	93
988	7669	85
989	7676	77
990	7683	69
991	7688	62
992	7694	54
993	7700	46
994	7707	38
995	7714	30
996	7720	23
997	7726	15
998	7733	7
999	7740	0
