,ID Place,Place,Population,Median Age,Property Value,Household Income,Average Commute Time,Household Ownership,Health Insurance Policies,Percent Business & Tech Jobs
89,16000US0636000,"Huntington Beach, CA",199228,42.5,837600,75273,28.03611879584735,0.37782339831750555,0.9982381994498766,0.45263990320445346
90,16000US0636448,"Indio, CA",91756,42.5,323300,31760,,0.34613540258947645,,0.24798362689909811
91,16000US0636546,"Inglewood, CA",108170,36.8,605000,34440,31.67256199255906,0.31838772302856616,,0.2698810048000348
92,16000US0636770,"Irvine, CA",287387,33.0,933600,104524,21.256332248478845,0.36370469088720087,0.999105735471681,0.6435008644396869
93,16000US0637692,"Jurupa Valley, CA",109525,31.8,425700,24548,,0.22413147683177356,,0.20107794763423453
94,16000US0639248,"Laguna Niguel, CA",66384,44.1,887200,24719,,0.37236382260785733,,0.5187227006884979
95,16000US0639486,"Lake Elsinore, CA",69283,31.3,383700,18642,,0.26907033471414343,,0.30279388750805486
96,16000US0639496,"Lake Forest, CA",85529,39.9,730200,28460,,0.33275263360965285,,0.49155619207346757
97,16000US0639892,"Lakewood, CA",79302,38.1,612100,25198,,0.3177473455902752,,0.38725875453863307
98,16000US0640130,"Lancaster, CA",157604,33.5,284100,49220,30.852197755119526,0.3123017182305018,0.9634844293292049,0.3376347971862303
99,16000US0641992,"Livermore, CA",90188,39.6,852500,30545,,0.33868142103162285,,0.4767776769482441
100,16000US0642202,"Lodi, CA",67581,35.1,361100,22733,,0.3363815273523624,,0.31485227727298704
101,16000US0643000,"Long Beach, CA",462645,36.0,614400,165689,30.320075871104756,0.3581342065730744,0.993435571550541,0.3655575803524479
102,16000US0644574,"Lynwood, CA",69902,30.6,455300,15142,,0.21661755028468427,,0.16840829925791306
103,16000US0645022,"Madera, CA",65859,27.8,271400,16625,,0.25243322856405354,,
104,16000US0645484,"Manteca, CA",83037,38.7,435000,26047,,0.31367944410323106,,0.26478935969539247
105,16000US0646842,"Menifee, CA",94738,37.7,370200,29356,,0.30986510164875763,0.992178428930313,0.33398123269659524
106,16000US0646898,"Merced, CA",83668,30.1,268100,25005,,0.2988597791270259,,0.27380226978444666
107,16000US0647766,"Milpitas, CA",84184,37.7,978100,26052,,0.3094649814691628,,0.5275871196052198
108,16000US0648256,"Mission Viejo, CA",94375,47.9,748900,34017,,0.3604450331125828,,0.49657330112455045
109,16000US0648354,"Modesto, CA",215196,35.8,324100,71325,,0.3314420342385546,0.9941681072138887,0.29037761841949034
110,16000US0649270,"Moreno Valley, CA",213064,31.0,350700,52220,35.025579623380864,0.24509067697968687,0.9985168775579168,0.23181328778323768
111,16000US0649670,"Mountain View, CA",82726,34.9,1645800,35456,25.122239426289624,0.4285956047675459,,0.6912396865062717
112,16000US0650076,"Murrieta, CA",116223,33.1,441400,33792,,0.29075140032523683,0.9907075191657417,0.3890688682202947
113,16000US0650258,"Napa, CA",78130,40.5,663800,28819,,0.36885959298604887,,0.33862140053378126
114,16000US0651182,"Newport Beach, CA",84522,46.2,2000001,37035,,0.4381699439199262,,0.6080037937666306
115,16000US0652526,"Norwalk, CA",103946,35.4,491600,26257,31.006047677236296,0.25260231273930694,0.9929867431166183,0.249251941425103
116,16000US0653000,"Oakland, CA",433044,36.9,807600,168413,32.02641466268951,0.38890505352804794,0.9964068316383554,0.45927056644282355
117,16000US0653322,"Oceanside, CA",175762,37.5,539000,60235,28.218504045961232,0.34270775252898805,0.9743744381606946,0.3441876403536695
118,16000US0653896,"Ontario, CA",184999,32.1,435500,49894,32.062583817612875,0.2696987551284061,0.9976486359385727,0.2286976836215066
119,16000US0653980,"Orange, CA",138661,36.6,679800,43492,,0.31365704848515447,,0.4090378634666732
120,16000US0654652,"Oxnard, CA",208875,34.1,497300,50739,25.441546292198126,0.24291561938958708,0.9954661879114303,0.21708727419427137
121,16000US0655156,"Palmdale, CA",155065,32.0,325000,41538,43.14516637754297,0.26787476219649825,0.9985941379421532,0.26119673992488773
122,16000US0655282,"Palo Alto, CA",65365,41.3,2000001,25168,23.58040978533503,0.3850378643004666,,0.7866500174287517
123,16000US0656000,"Pasadena, CA",141040,38.5,889200,56668,26.598508146306354,0.4017867271695973,0.9917115711854793,0.5428242293670479
124,16000US0656700,"Perris, CA",79294,30.7,340800,17582,,0.22173178298484122,,0.15458524242631472
125,16000US0657456,"Pittsburg, CA",72569,35.6,453700,21273,,0.2931416996238063,,0.27069357070140176
126,16000US0657792,"Pleasanton, CA",81794,42.1,1087700,28994,32.87326993926118,0.3544758784262904,,0.6486804547047924
127,16000US0658072,"Pomona, CA",151696,34.3,447600,40579,31.095598310914735,0.26750210948212216,0.9913972682206519,0.23107746825887754
128,16000US0659444,"Rancho Cordova, CA",75086,33.4,345200,24907,,0.3317129691287324,0.9968702554404283,0.3561002700491345
129,16000US0659451,"Rancho Cucamonga, CA",177614,36.9,536500,59497,31.27386192550367,0.3349792246106726,,0.4231573003863893
130,16000US0659920,"Redding, CA",92598,37.4,288100,37757,,0.40775178729562195,0.9863495971835244,0.3524645509790682
131,16000US0659962,"Redlands, CA",71516,39.6,420800,26115,,0.3651630404385033,,0.4725742007846882
132,16000US0660018,"Redondo Beach, CA",66757,38.7,1028600,26360,,0.3948649579819345,,0.5827704168033885
133,16000US0660102,"Redwood City, CA",85926,38.3,1570300,32199,24.901450862304955,0.3747294183367083,,0.496731829271966
134,16000US0660466,"Rialto, CA",103540,29.8,352500,24751,,0.2390477110295538,,0.18307555509401388
135,16000US0660620,"Richmond, CA",110575,36.5,572400,36634,36.00537164736715,0.3313045444268596,,0.2974747677294299
136,16000US0662000,"Riverside, CA",331369,31.1,411000,87189,32.28139117917344,0.2631175517323588,0.9926366075281635,0.2914701212415505
137,16000US0662364,"Rocklin, CA",68815,39.3,557700,23612,,0.3431228656542905,,0.5101971885354006
138,16000US0662938,"Roseville, CA",141492,40.0,487100,53093,,0.3752367625024736,0.9938017697113618,0.4641708860901103
139,16000US0664000,"Sacramento, CA",513620,34.8,380600,191911,25.438482382654428,0.3736439390989447,0.9914995521981231,0.38958729040616863
140,16000US0664224,"Salinas, CA",155473,30.3,478800,39862,25.130550449117457,0.25639178506879007,,0.19130841062487766
141,16000US0665000,"San Bernardino, CA",215780,31.1,285000,60308,26.02959207343341,0.2794883677820002,0.9591111317082214,0.19277528135125627
142,16000US0665042,"San Buenaventura (Ventura), CA",109108,40.1,638900,40513,24.315589002089382,0.3713109946108443,,0.40537811354626374
143,16000US0665084,"San Clemente, CA",64562,42.1,946900,23182,,0.3590657042842539,,0.4643085446409546
144,16000US0668000,"San Jose, CA",1021786,37.4,999900,327894,30.344833814342046,0.32090281135188775,0.9966235591405637,0.45527348136776663
145,16000US0668084,"San Leandro, CA",88822,41.1,654200,31691,33.633270860495436,0.35679223615770866,,0.35112821302139446
146,16000US0668196,"San Marcos, CA",96673,37.3,628800,30852,,0.31913771166716665,,0.363198609913344
147,16000US0668252,"San Mateo, CA",104438,37.2,1282100,39564,28.52273868926024,0.3788276297899232,,0.5194589220015178
148,16000US0668378,"San Ramon, CA",75984,41.8,1089700,25697,36.62500652298701,0.33818961886712995,,0.6709927607240795
149,16000US0669000,"Santa Ana, CA",332332,33.2,558400,79704,25.71282123902523,0.2398324566999266,0.9898866194046917,0.18934716456976772
150,16000US0669070,"Santa Barbara, CA",91357,37.6,1163900,38674,15.193672959900141,0.4233282616548267,,0.44294185425624594
151,16000US0669084,"Santa Clara, CA",130371,33.7,1249100,46608,24.467779893172562,0.35750281887843155,,0.5924772119311369
152,16000US0669088,"Santa Clarita, CA",212975,38.5,584400,69975,35.03385475187838,0.32855969010447234,0.9984129592675197,0.4337550255501126
153,16000US0669112,"Santa Cruz, CA",64605,26.7,945600,22166,,0.34310037922761394,,0.4920631775034185
154,16000US0669196,"Santa Maria, CA",107273,28.7,373200,27079,,0.25243071415920126,,0.17306911123641147
155,16000US0670000,"Santa Monica, CA",90401,41.6,1590800,45096,,0.49884403933584803,,0.6566029115070311
156,16000US0670098,"Santa Rosa, CA",176761,39.2,603100,65590,22.57923068296512,0.37106601569350706,,0.35177648026449726
157,16000US0672016,"Simi Valley, CA",125594,41.6,622600,42117,29.63186449848207,0.33534245266493623,0.9980174212143892,0.42501055545640926
158,16000US0673080,"South Gate, CA",93433,32.3,475300,23559,32.953496241510166,0.25214859846092924,,0.16662540652543265
159,16000US0673262,"South San Francisco, CA",67781,43.4,973400,22355,29.255577994598408,0.32981218925657635,,0.3511152885078288
160,16000US0675000,"Stockton, CA",312682,34.0,317700,96149,31.251484170179534,0.3074977133317556,0.9942625414958328,0.2531689864743877
161,16000US0677000,"Sunnyvale, CA",152710,35.6,1567100,55424,22.89682679129915,0.3629362844607426,0.9962019514111715,0.6541321673117777
162,16000US0678120,"Temecula, CA",114751,35.7,485600,35638,,0.3105680996244041,0.9907190351282342,0.4027038956923286
163,16000US0678582,"Thousand Oaks, CA",126815,40.8,793100,44618,24.53210280837551,0.35183535070772387,0.9970902495761542,0.5093811301296925
164,16000US0680000,"Torrance, CA",143589,42.5,835900,55483,28.05733644670599,0.38640146529330244,0.992750141027516,0.5238308170846032
165,16000US0680238,"Tracy, CA",94751,33.6,487200,26771,,0.2825405536617028,,0.28926289233016317
166,16000US0680644,"Tulare, CA",65508,25.6,257900,18170,,0.2773707028149234,,
167,16000US0680812,"Turlock, CA",73629,32.8,337700,25718,,0.3492917192953863,,0.3272142521591443
168,16000US0680854,"Tustin, CA",79346,34.7,720100,24125,,0.30404809316159603,,0.4319552283956842
169,16000US0681204,"Union City, CA",74099,39.7,866100,22469,38.11945392491467,0.3032294632856044,,0.4277488890635939
170,16000US0681344,"Upland, CA",77123,38.0,581500,26201,,0.33973004162182485,,0.3837888726687833
171,16000US0681554,"Vacaville, CA",100669,37.6,464300,32560,,0.3234362117434364,0.9067438834199207,0.32504950230118806
172,16000US0681666,"Vallejo, CA",121692,39.7,441100,42200,38.67326648538409,0.3467771094237912,0.9959652236794531,0.317136350335246
173,16000US0682590,"Victorville, CA",122399,30.6,258900,32188,,0.2629760047059208,,0.26016037504077844
174,16000US0682954,"Visalia, CA",134608,32.8,264000,45878,,0.34082669677879474,0.9922218590276952,0.3448686000584175
175,16000US0682996,"Vista, CA",101639,34.0,540500,31075,,0.30573893879317976,0.9809423548047501,0.2615705609063183
176,16000US0683346,"Walnut Creek, CA",70161,45.1,847300,31558,,0.44979404512478444,,0.6272519494487766
177,16000US0684200,"West Covina, CA",105114,39.0,619000,30682,34.078792958927075,0.2918926118309645,0.9946343969404646,0.3487998898981558
178,16000US0684550,"Westminster, CA",90642,39.6,651300,26984,27.840686679086,0.2976986386002074,,0.3179454643719138
179,16000US0685292,"Whittier, CA",85087,37.4,627200,26884,,0.315958959653061,0.9940766509572555,0.3453029348609134
180,16000US0686832,"Yorba Linda, CA",67645,45.4,882600,22676,,0.3352206371498263,,0.5354211335629048
181,16000US0686972,"Yuba City, CA",67009,37.3,303900,24393,,0.3640257278872987,,0.28195713113268883
182,16000US0803455,"Arvada, CO",121095,40.2,443800,48353,26.235483186270052,0.3992980717618399,0.99632519922375,0.4499612378132351
183,16000US0804000,"Aurora, CO",379312,34.3,343000,136443,28.547641738888725,0.359711793984899,0.9888139579027292,0.3209272129333007
184,16000US0807850,"Boulder, CO",105670,28.9,795000,42462,17.36374812184128,0.4018359042301505,,0.569239856312833
185,16000US0809280,"Broomfield, CO",70465,38.9,481000,28062,,0.3982402611225431,,0.5509230038964901
186,16000US0812415,"Castle Rock, CO",68494,37.0,471200,23803,,0.3475194907583146,,0.4993564648468923
187,16000US0812815,"Centennial, CO",110911,40.8,492700,40151,23.983072582713515,0.36201098177818253,0.9793077332275428,0.5277341404536375
188,16000US0816000,"Colorado Springs, CO",478215,35.6,318200,188837,21.386372208192583,0.39487887247367814,0.9738506738600838,0.4206128621985209
189,16000US0820000,"Denver, CO",727211,34.7,447500,318445,24.693662872566527,0.43789904168116267,0.9911098704502544,0.47441204156558037
190,16000US0827425,"Fort Collins, CO",170245,30.6,428900,70831,18.782381551017043,0.41605333489970336,0.9877118270727481,0.4676968966681549
191,16000US0832155,"Greeley, CO",108650,33.1,305100,38299,,0.35249884951679705,0.9768430740911183,0.3004290688935532
192,16000US0836410,"Highlands Ranch, CO",99810,40.1,519000,37081,23.2792674598325,0.3715158801723274,,0.5807594782024257
193,16000US0843000,"Lakewood, CO",157917,37.6,432200,67857,27.518199132985124,0.4297004122418739,0.9888739021131354,0.4159956244526306
194,16000US0845970,"Longmont, CO",96672,40.2,436700,39984,,0.41360476663356505,,0.42284901144610215
195,16000US0846465,"Loveland, CO",78871,38.1,351600,33393,,0.42338755689670476,,0.3806650727775773
196,16000US0862000,"Pueblo, CO",112357,37.3,159800,44945,,0.4000195804444761,0.9741004120793542,0.2964165656658053
197,16000US0877290,"Thornton, CO",141454,34.0,376900,46900,31.2174602080893,0.3315565484185672,,0.3412237578956529
198,16000US0883835,"Westminster, CO",113179,36.2,388100,43890,26.700435930496717,0.38779278841481196,,0.4074254601064014
199,16000US0908000,"Bridgeport, CT",144365,33.9,194800,50103,28.56797597259374,0.34705780486960136,,0.23896747403081273
200,16000US0918430,"Danbury, CT",84692,40.4,296400,32310,,0.38150002361498137,,0.3197536476463885
201,16000US0937000,"Hartford, CT",122107,32.5,173500,48168,,0.39447369929651865,,0.26030650794782234
202,16000US0950370,"New Britain, CT",72491,33.9,165800,29359,,0.4050020002483067,,0.2620916479005853
203,16000US0952000,"New Haven, CT",130257,32.0,198200,46982,21.793296089385475,0.3606869496457004,,0.39398436094780986
204,16000US0955990,"Norwalk, CT",88826,40.6,458000,33616,28.166330515384285,0.37844775178438744,,0.42588805709171307
205,16000US0973000,"Stamford, CT",129636,37.4,565100,49707,,0.3834351569008609,,0.4502556446657318
206,16000US0980000,"Waterbury, CT",107577,34.9,132300,42113,,0.3914684365617186,,0.25493152250813295
207,16000US1077580,"Wilmington, DE",70164,36.5,174400,31754,,0.4525682686277863,,0.39487861901989596
208,16000US1150000,"Washington, DC",705749,34.3,646500,291570,29.332755430472844,0.4131355481906457,0.9870350507049956,0.630688470019606
209,16000US1200410,"Alafaya, FL",96528,32.6,296700,30733,,0.31838430300016574,,0.4675999312465384
210,16000US1207300,"Boca Raton, FL",99795,47.6,504900,40845,,0.4092890425372013,,0.4975439256437987
211,16000US1207875,"Boynton Beach, FL",78690,42.7,238700,31863,,0.40491803278688526,,0.3261582702752711
212,16000US1208150,"Brandon, FL",116829,37.8,217300,43037,,0.3683760025336175,0.969065899733799,0.37709655316233204
213,16000US1210275,"Cape Coral, FL",194504,46.4,249600,67176,,0.3453707892896804,,0.3064184216460378
214,16000US1212875,"Clearwater, FL",116938,47.1,224700,48641,,0.4159554635789906,0.9902768988694864,0.3559775165174707
215,16000US1214400,"Coral Springs, FL",133765,36.4,401700,41240,,0.3083018726871753,,0.3948709437880461
216,16000US1216475,"Davie, FL",106310,35.2,345000,35708,,0.33588561753362806,,0.39137333097485544
217,16000US1216525,"Daytona Beach, FL",69197,42.7,168700,28839,,0.4167666228304695,,0.2856785264211853
218,16000US1216725,"Deerfield Beach, FL",81070,46.4,229200,33439,,0.4124707043295917,,0.27905783092808223
219,16000US1217100,"Delray Beach, FL",69449,47.7,294700,28548,,0.4110642341862374,,0.36891042233134136
220,16000US1217200,"Deltona, FL",92752,37.0,179700,31783,,0.3426664654131447,0.9979623080903915,0.26794881445238994
221,16000US1217935,"Doral, FL",65746,38.8,433400,19722,23.146092575413455,0.29997262190855717,,0.4312818726046055
222,16000US1224000,"Fort Lauderdale, FL",182434,41.1,359200,76348,24.199889258028794,0.4184965521777739,0.9885821721828169,0.3864952855448122
223,16000US1224125,"Fort Myers, FL",87111,37.9,263700,30754,,0.3530438176579307,,0.3020981915865352
224,16000US1224562,"Fountainebleau, FL",68619,39.1,227200,22887,,0.33353735845757004,,0.3692450278042182
225,16000US1225175,"Gainesville, FL",133990,27.0,187200,51990,17.262439206883652,0.3880140308978282,0.9856257929696246,0.45116585601306947
226,16000US1230000,"Hialeah, FL",233362,44.9,290900,75989,27.092745018665948,0.3256271372374251,0.996636127561471,0.1730728442485801
227,16000US1232000,"Hollywood, FL",154802,41.4,292300,55172,31.265924779210234,0.3564036640353484,,0.33193613749910716
228,16000US1232275,"Homestead, FL",69526,31.5,242800,20320,,0.2922647642608521,,0.23267114477633272
229,16000US1235000,"Jacksonville, FL",911528,36.1,200200,349171,23.42221314371522,0.38306118956301943,0.9737111750818406,0.35757258823679566
230,16000US1235875,"Jupiter, FL",65797,46.4,434300,26959,,0.40972992689636306,,0.44818961410195335
231,16000US1236100,"Kendall, FL",80410,42.2,404300,28610,,0.3558015172242258,,0.48738915079833134
232,16000US1236950,"Kissimmee, FL",72701,35.6,208700,22709,,0.31236159062461316,,0.24170273185249908
233,16000US1238250,"Lakeland, FL",112142,39.7,180500,40236,,0.3587950990708209,,0.33273275776393535
